context_code,response_code,context_type,context,response,sarcasm_ev1,sarcasm_ev2,sarcasm_ev3,mustard_id
3F,R11,none,"John made fun of his friend Crofton Bang's first name, and Crofton took it really personally. Now John feels bad and keeps apologizing to him. Crofton, apparently still upset, says, ""No, no, you're right, it is a ridiculous name.""  ""It's not that bad."" John tries to comfort him. Crofton continues to say, ""Yes it is! From now on, I have no first name.""","John says, ""You could get a legal name-change.""",3,4,0,409
3F,R11,none,"Crofton: No, no, you're right, it is a ridiculous name!  John: It's not that bad.  Crofton: Yes it is! From now on, I have no first name. ",John: You could get a legal name-change.,0,1,1,409
3F,R11,none,,John: You could get a legal name-change.,2,0,0,409
3F,R12,none,"John made fun of his friend Crofton Bang's first name, and Crofton took it really personally. Now John feels bad and keeps apologizing to him. Crofton, apparently still upset, says, ""No, no, you're right, it is a ridiculous name.""  ""It's not that bad."" John tries to comfort him. Crofton continues to say, ""Yes it is! From now on, I have no first name.""","John says, ""Then what shall I call you.""",1,2,3,409
3F,R12,none,"Crofton: No, no, you're right, it is a ridiculous name!  John: It's not that bad.  Crofton: Yes it is! From now on, I have no first name. ",John: Then what shall I call you?,5,1,4,409
3F,R12,none,,John: Then what shall I call you?,2,3,0,409
3F,R13,none,"John made fun of his friend Crofton Bang's first name, and Crofton took it really personally. Now John feels bad and keeps apologizing to him. Crofton, apparently still upset, says, ""No, no, you're right, it is a ridiculous name.""  ""It's not that bad."" John tries to comfort him. Crofton continues to say, ""Yes it is! From now on, I have no first name.""","John says, ""Fair enough.""",2,4,3,409
3F,R13,none,"Crofton: No, no, you're right, it is a ridiculous name!  John: It's not that bad.  Crofton: Yes it is! From now on, I have no first name. ",John: Fair enough.,4,3,1,409
3F,R13,none,,John: Fair enough.,0,3,2,409
3F,R14,none,"John made fun of his friend Crofton Bang's first name, and Crofton took it really personally. Now John feels bad and keeps apologizing to him. Crofton, apparently still upset, says, ""No, no, you're right, it is a ridiculous name.""  ""It's not that bad."" John tries to comfort him. Crofton continues to say, ""Yes it is! From now on, I have no first name.""","John says, ""Yes you do have a first name and I am sorry that I would ever make you feel that your name is not good.""",2,0,1,409
3F,R14,none,"Crofton: No, no, you're right, it is a ridiculous name!  John: It's not that bad.  Crofton: Yes it is! From now on, I have no first name. ",John: Yes you do have a first name and I am sorry that I would ever make you feel that your name is not good.,1,5,2,409
3F,R14,none,,John: Yes you do have a first name and I am sorry that I would ever make you feel that your name is not good.,1,3,3,409
3F,R15,none,"John made fun of his friend Crofton Bang's first name, and Crofton took it really personally. Now John feels bad and keeps apologizing to him. Crofton, apparently still upset, says, ""No, no, you're right, it is a ridiculous name.""  ""It's not that bad."" John tries to comfort him. Crofton continues to say, ""Yes it is! From now on, I have no first name.""","John says, ""Listen mate I was only joking, what can I do to make it up to you.""",2,3,2,409
3F,R15,none,"Crofton: No, no, you're right, it is a ridiculous name!  John: It's not that bad.  Crofton: Yes it is! From now on, I have no first name. ","John: Listen mate I was only joking, what can I do to make it up to you.",1,3,2,409
3F,R15,none,,"John: Listen mate I was only joking, what can I do to make it up to you.",2,0,0,409
3F,R16,none,"John made fun of his friend Crofton Bang's first name, and Crofton took it really personally. Now John feels bad and keeps apologizing to him. Crofton, apparently still upset, says, ""No, no, you're right, it is a ridiculous name.""  ""It's not that bad."" John tries to comfort him. Crofton continues to say, ""Yes it is! From now on, I have no first name.""","John says, ""True your name is awful.""",4,4,2,409
3F,R16,none,"Crofton: No, no, you're right, it is a ridiculous name!  John: It's not that bad.  Crofton: Yes it is! From now on, I have no first name. ",John: True your name is awful.,4,3,2,409
3F,R16,none,,John: True your name is awful.,4,2,1,409
3F,R17,none,"John made fun of his friend Crofton Bang's first name, and Crofton took it really personally. Now John feels bad and keeps apologizing to him. Crofton, apparently still upset, says, ""No, no, you're right, it is a ridiculous name.""  ""It's not that bad."" John tries to comfort him. Crofton continues to say, ""Yes it is! From now on, I have no first name.""","John says, ""Don't be silly, we'll call you Crofty instead.""",2,3,3,409
3F,R17,none,"Crofton: No, no, you're right, it is a ridiculous name!  John: It's not that bad.  Crofton: Yes it is! From now on, I have no first name. ","John: Don't be silly, we'll call you Crofty instead.",5,1,1,409
3F,R17,none,,"John: Don't be silly, we'll call you Crofty instead.",4,0,3,409
3F,R18,none,"John made fun of his friend Crofton Bang's first name, and Crofton took it really personally. Now John feels bad and keeps apologizing to him. Crofton, apparently still upset, says, ""No, no, you're right, it is a ridiculous name.""  ""It's not that bad."" John tries to comfort him. Crofton continues to say, ""Yes it is! From now on, I have no first name.""","John says, ""I agree, Crofton is an awful name.""",4,3,2,409
3F,R18,none,"Crofton: No, no, you're right, it is a ridiculous name!  John: It's not that bad.  Crofton: Yes it is! From now on, I have no first name. ","John: I agree, Crofton is an awful name.",1,3,1,409
3F,R18,none,,"John: I agree, Crofton is an awful name.",3,1,4,409
3F,R2,none,"John made fun of his friend Crofton Bang's first name, and Crofton took it really personally. Now John feels bad and keeps apologizing to him. Crofton, apparently still upset, says, ""No, no, you're right, it is a ridiculous name.""  ""It's not that bad."" John tries to comfort him. Crofton continues to say, ""Yes it is! From now on, I have no first name.""","John says, ""Bang is a good surname though it makes you sound like a pornstar.""",4,3,3,409
3F,R2,none,"Crofton: No, no, you're right, it is a ridiculous name!  John: It's not that bad.  Crofton: Yes it is! From now on, I have no first name. ",John: Bang is a good surname though it makes you sound like a pornstar.,4,4,5,409
3F,R2,none,,John: Bang is a good surname though it makes you sound like a pornstar.,3,4,2,409
3F,R3,none,"John made fun of his friend Crofton Bang's first name, and Crofton took it really personally. Now John feels bad and keeps apologizing to him. Crofton, apparently still upset, says, ""No, no, you're right, it is a ridiculous name.""  ""It's not that bad."" John tries to comfort him. Crofton continues to say, ""Yes it is! From now on, I have no first name.""","John says, ""Hey look, it was just a joke. Your name isn't bad at all. Lets just forget about it and move on.""",4,3,2,409
3F,R3,none,"Crofton: No, no, you're right, it is a ridiculous name!  John: It's not that bad.  Crofton: Yes it is! From now on, I have no first name. ","John: Hey look, it was just a joke. Your name isn't bad at all. Lets just forget about it and move on.",1,5,2,409
3F,R3,none,,"John: Hey look, it was just a joke. Your name isn't bad at all. Lets just forget about it and move on.",5,0,0,409
3F,R4,none,"John made fun of his friend Crofton Bang's first name, and Crofton took it really personally. Now John feels bad and keeps apologizing to him. Crofton, apparently still upset, says, ""No, no, you're right, it is a ridiculous name.""  ""It's not that bad."" John tries to comfort him. Crofton continues to say, ""Yes it is! From now on, I have no first name.""","John says, ""I actually envy you it's such a unique name like a rock star would have.""",3,2,1,409
3F,R4,none,"Crofton: No, no, you're right, it is a ridiculous name!  John: It's not that bad.  Crofton: Yes it is! From now on, I have no first name. ",John: I actually envy you it's such a unique name like a rock star would have.,3,3,2,409
3F,R4,none,,John: I actually envy you it's such a unique name like a rock star would have.,3,1,1,409
3F,R5,none,"John made fun of his friend Crofton Bang's first name, and Crofton took it really personally. Now John feels bad and keeps apologizing to him. Crofton, apparently still upset, says, ""No, no, you're right, it is a ridiculous name.""  ""It's not that bad."" John tries to comfort him. Crofton continues to say, ""Yes it is! From now on, I have no first name.""","John says, ""Suit yourself.""",2,3,0,409
3F,R5,none,"Crofton: No, no, you're right, it is a ridiculous name!  John: It's not that bad.  Crofton: Yes it is! From now on, I have no first name. ",John: Suit yourself.,3,5,3,409
3F,R5,none,,John: Suit yourself.,4,3,0,409
3F,R6,none,"John made fun of his friend Crofton Bang's first name, and Crofton took it really personally. Now John feels bad and keeps apologizing to him. Crofton, apparently still upset, says, ""No, no, you're right, it is a ridiculous name.""  ""It's not that bad."" John tries to comfort him. Crofton continues to say, ""Yes it is! From now on, I have no first name.""","John says, ""Really it's not that bad. It could be far worse, your name could be Curtain. My parents almost called me Curtain.""",1,5,2,409
3F,R6,none,"Crofton: No, no, you're right, it is a ridiculous name!  John: It's not that bad.  Crofton: Yes it is! From now on, I have no first name. ","John: Really it's not that bad. It could be far worse, your name could be Curtain. My parents almost called me Curtain.",3,3,4,409
3F,R6,none,,"John: Really it's not that bad. It could be far worse, your name could be Curtain. My parents almost called me Curtain.",4,3,3,409
3F,R7,none,"John made fun of his friend Crofton Bang's first name, and Crofton took it really personally. Now John feels bad and keeps apologizing to him. Crofton, apparently still upset, says, ""No, no, you're right, it is a ridiculous name.""  ""It's not that bad."" John tries to comfort him. Crofton continues to say, ""Yes it is! From now on, I have no first name.""","John says, ""It's really not that bad.""",2,1,2,409
3F,R7,none,"Crofton: No, no, you're right, it is a ridiculous name!  John: It's not that bad.  Crofton: Yes it is! From now on, I have no first name. ",John: It's really not that bad.,1,0,4,409
